Frontside,Flipside,Category,Level
extraneous,"خارجی، غیر ضروری ، غیر اصلی ، خارج قلمرو






from outside: inessential





Such details are extraneous to the matter in hand.‘I haven't done any editing on it though except to leave out some clearly extraneous material",,0
extensive,"گسترده ، توسطه یافته ، بزرگ






substantial: broad: large




Fire has caused extensive damage to the island’s forests.",,0
expedient,"مقتضی ، مصلحت






fitting, suitable, convenient





This solution is politically expedient but may well cause long-term problems.",,0
extraordinary,"فوق العاده: استثنایی






exceptional, phenomenal





It’s extraordinary that he should make exactly the same mistake again.",,0
exude,"بیرون آمدن: بیرون دادن:






give off; release, discharge






1. [intransitive, transitive] formal to flow out slowly and steadily, or to make something do this The plant exudes a sticky liquid.1 [transitive] if you exude a particular quality, it is easy to see that you have a lot of it She exudes self-confidence. He exuded an air of wealth and power.",,0
fabricate,"ساخت: تولید







1) produce, to make or produce goods or equipment, 2) to invent a story, piece of information etc in order to deceive someone





The police were accused of fabricating evidence. The discs are expensive to fabricate.",,0
facet,"جنبه






aspect






He has travelled extensively in China, recording every facet of life.",,0
fair,"با انصاف ، نسبتا خوب، بي غرض






significan",,0
faithful,"وفادار، باوفا، دقیق






1) loyal 2) exact 3)reliable




years of faithful service to the company.2 [usually before noun] representing an event or an image in a way that is exactly true or that looks exactly the same SYN exact=a faithful account of what had happened.4 [only before noun] able to be trusted or depended on SYN reliable= my faithful old Toyota",,0
far-reaching,"گسترده-وسیع






broad/extensive, wide-ranging




far-reaching reforms/proposals/changes/implications/impact/effects Tourism has had far-reaching effects on the island’s culture.",,0
fascinating,"بسیار جالب و مجذوب کننده







extremely attractive




That sounds absolutely fascinating.",,0
fashion,"ساختن یک وسیله با دست یا وسایل محدود-تحت تاثیر قرار دادن یا شکل دادن ایده و نظر یک فرد-






[v] 1)make 2)to influence and form someone’s ideas and opinions





1) fashion A from B=He fashioned a box from a few old pieces of wood.2) fashion A into B =Jamie could take a piece of wood and fashion it into a wonderful work of art. 3) We are all unique human beings, fashioned by life experiences.",,0
fashion,"مد، رسم ، چيز مرسوم (يا رايج )، باب روز





[n] way, a style of clothes, hair, behaviour etc that is fashionable





the fashion for ‘discovery methods’ of learning",,0
fashionable,"وابسته به مد، مدگرايانه ، مدپرستانه






popular





Strong colours are very fashionable at the moment",,0
feasible,"امکانپذیر





achievable; practicable; probable, possible





It was no longer financially feasible to keep the community centre open",,0
feast,"بزم ، جشن ، سور، مهماني بزرگ ، ضيافت






eating, banquet





The king promised to hold a great feast for all his people.",,0
ferry,"انتقال دادن-با کشتی مسافر بری یا باربری،مسافر یا بار جابه جا کردن-






transport





1.Boats and ferries potter the local coves and islands if you haven't done enough pottering in our own craft.2.a boat that carries people or goods across a river or a narrow area of water",,0
fertile,"بارور. حاصلخیز






productive: reproductive





fertile land or soil is able to produce good crops",,0
figure out,"کشف کردن






map, work out, solve




1)to think about a problem or situation until you find the answer or understand what has happened 2) Can you figure out the answer to question 5?",,0
finding,"کشف





discovery





the information that someone has discovered as a result of their study, work etc",,0
